,Administrador,Usuario,mini juego,color presionado,dificultad,fecha,Juego,botón correcto,tiempo de interacción,número de interacción,auto push,tiempo de lección,tiempo de sesión
4203,ALEIDA,NICOLAS |,animales y colores,violet,Episodio 1,2024-01-14 09:19:58,Cadetes,1,4.4,6.0,0.0,0.0,0.0
4204,ALEIDA,NICOLAS |,animales y colores,sin color,Episodio 1,2024-01-14 09:20:05,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4205,ALEIDA,NICOLAS |,animales y colores,violet,Episodio 2,2024-01-14 09:20:56,Cadetes,1,12.6859,1.0,0.0,0.0,0.0
4206,ALEIDA,NICOLAS |,animales y colores,green,Episodio 2,2024-01-14 09:21:04,Cadetes,1,0.4866913,2.0,0.0,0.0,0.0
4207,ALEIDA,NICOLAS |,animales y colores,green,Episodio 2,2024-01-14 09:21:12,Cadetes,0,8.617277,3.0,0.0,0.0,0.0
4208,ALEIDA,NICOLAS |,animales y colores,blue,Episodio 2,2024-01-14 09:21:17,Cadetes,1,5.370894,4.0,0.0,0.0,0.0
4209,ALEIDA,NICOLAS |,animales y colores,yellow,Episodio 2,2024-01-14 09:21:51,Cadetes,1,4.4,5.0,0.0,0.0,0.0
4210,ALEIDA,NICOLAS |,animales y colores,sin color,Episodio 2,2024-01-14 09:21:59,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4211,ALEIDA,NICOLAS |,animales y colores,violet,Episodio 3,2024-01-14 09:23:33,Cadetes,1,4.4,1.0,0.0,0.0,0.0
4212,ALEIDA,NICOLAS |,animales y colores,sin color,Episodio 3,2024-01-14 09:23:47,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4213,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 3,2024-01-14 09:23:47,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4214,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:25:48,Astro,1,3.216198,1.0,0.0,0.0,0.0
4215,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:25:59,Astro,0,3.583308,2.0,0.0,0.0,0.0
4216,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:26:19,Astro,0,1.241071,1.0,0.0,0.0,0.0
4217,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:26:20,Astro,1,2.257691,2.0,0.0,0.0,0.0
4218,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:26:57,Astro,1,0.2996573,1.0,0.0,0.0,0.0
4219,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:27:08,Astro,1,6.083345,2.0,0.0,0.0,0.0
4220,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:27:10,Astro,1,2.099834,3.0,0.0,0.0,0.0
4221,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:27:11,Astro,0,1.183352,4.0,0.0,0.0,0.0
4222,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:27:12,Astro,1,1.816992,5.0,0.0,0.0,0.0
4223,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:27:13,Astro,0,0.9834641,6.0,0.0,0.0,0.0
4224,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:27:14,Astro,1,1.616546,7.0,0.0,0.0,0.0
4225,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:27:15,Astro,0,0.9169104,8.0,0.0,0.0,0.0
4226,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:27:16,Astro,0,1.333676,9.0,0.0,0.0,0.0
4227,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:27:16,Astro,1,1.750552,10.0,0.0,0.0,0.0
4228,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:27:17,Astro,0,0.900395,11.0,0.0,0.0,0.0
4229,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:27:18,Astro,0,1.116706,12.0,0.0,0.0,0.0
4230,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:27:18,Astro,1,2.016715,13.0,0.0,0.0,0.0
4231,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:27:19,Astro,0,0.8170337,14.0,0.0,0.0,0.0
4232,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:27:20,Astro,0,1.533792,15.0,0.0,0.0,0.0
4233,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:27:22,Astro,1,3.000697,16.0,0.0,0.0,0.0
4234,ALEIDA,NICOLAS |,Asteroides,sin color,Episodio 4,2024-01-14 09:27:22,Astro,2,0.0,0.0,0.0,0.0,0.0
4235,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 4,2024-01-14 09:27:44,Astro,2,0.0,0.0,0.0,0.0,0.0
4236,ALEIDA,NICOLAS |,Estrellas,yellow,Episodio 4,2024-01-14 09:28:54,Astro,1,19.99117,1.0,0.0,0.0,0.0
4237,ALEIDA,NICOLAS |,Estrellas,green,Episodio 4,2024-01-14 09:29:03,Astro,1,6.584247,2.0,0.0,0.0,0.0
4238,ALEIDA,NICOLAS |,Estrellas,yellow,Episodio 4,2024-01-14 09:29:06,Astro,0,0.316551,3.0,0.0,0.0,0.0
4239,ALEIDA,NICOLAS |,Estrellas,yellow,Episodio 4,2024-01-14 09:29:09,Astro,1,2.833516,4.0,0.0,0.0,0.0
4240,ALEIDA,NICOLAS |,Estrellas,green,Episodio 4,2024-01-14 09:29:11,Astro,0,0.5341809,5.0,0.0,0.0,0.0
4241,ALEIDA,NICOLAS |,Estrellas,green,Episodio 4,2024-01-14 09:29:12,Astro,0,1.233724,6.0,0.0,0.0,0.0
4242,ALEIDA,NICOLAS |,Estrellas,green,Episodio 4,2024-01-14 09:29:42,Astro,1,4.4,7.0,0.0,0.0,0.0
4243,ALEIDA,NICOLAS |,Estrellas,red,Episodio 4,2024-01-14 09:29:48,Astro,0,2.550682,8.0,0.0,0.0,0.0
4244,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:29:51,Astro,0,0.7501469,9.0,0.0,0.0,0.0
4245,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:29:52,Astro,1,2.000246,10.0,0.0,0.0,0.0
4246,ALEIDA,NICOLAS |,Estrellas,sin color,Episodio 4,2024-01-14 09:29:54,Astro,2,0.0,0.0,0.0,0.0,0.0
4247,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 4,2024-01-14 09:30:16,Astro,2,0.0,0.0,0.0,0.0,0.0
4248,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:31:12,Astro,1,6.750536,1.0,0.0,0.0,0.0
4249,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:31:14,Astro,1,2.080779,2.0,0.0,0.0,0.0
4250,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:31:15,Astro,1,1.216536,3.0,0.0,0.0,0.0
4251,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:18,Astro,1,2.100115,4.0,0.0,0.0,0.0
4252,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:20,Astro,0,1.032728,5.0,0.0,0.0,0.0
4253,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:21,Astro,0,2.782646,6.0,0.0,0.0,0.0
4254,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:23,Astro,0,5.016316,7.0,0.0,0.0,0.0
4255,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:25,Astro,0,6.032983,8.0,0.0,0.0,0.0
4256,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:31:28,Astro,0,2.583326,9.0,0.0,0.0,0.0
4257,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:31:32,Astro,0,6.233792,10.0,0.0,0.0,0.0
4258,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:51,Astro,0,2.652337,1.0,0.0,0.0,0.0
4259,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:52,Astro,1,3.652302,2.0,0.0,0.0,0.0
4260,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:31:54,Astro,1,1.716755,3.0,0.0,0.0,0.0
4261,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:31:56,Astro,1,1.666515,4.0,0.0,0.0,0.0
4262,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:31:58,Astro,1,1.533119,5.0,0.0,0.0,0.0
4263,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:31:59,Astro,0,1.149392,6.0,0.0,0.0,0.0
4264,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:32:01,Astro,0,2.466415,7.0,0.0,0.0,0.0
4265,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:32:01,Astro,0,3.266648,8.0,0.0,0.0,0.0
4266,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:32:02,Astro,0,3.950207,9.0,0.0,0.0,0.0
4267,ALEIDA,NICOLAS |,Asteroides,blue,Episodio 4,2024-01-14 09:32:04,Astro,0,5.330817,10.0,0.0,0.0,0.0
4268,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:37,Astro,0,2.60658,1.0,0.0,0.0,0.0
4269,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:39,Astro,1,3.673145,2.0,0.0,0.0,0.0
4270,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:32:39,Astro,0,0.1333713,3.0,0.0,0.0,0.0
4271,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:32:42,Astro,1,3.700375,4.0,0.0,0.0,0.0
4272,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:32:43,Astro,0,0.1335256,5.0,0.0,0.0,0.0
4273,ALEIDA,NICOLAS |,Asteroides,yellow,Episodio 4,2024-01-14 09:32:45,Astro,1,2.816935,6.0,0.0,0.0,0.0
4274,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:47,Astro,1,1.599763,7.0,0.0,0.0,0.0
4275,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:48,Astro,0,0.8668429,8.0,0.0,0.0,0.0
4276,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:49,Astro,1,1.183182,9.0,0.0,0.0,0.0
4277,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:49,Astro,0,0.0501813,10.0,0.0,0.0,0.0
4278,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:50,Astro,0,1.233332,11.0,0.0,0.0,0.0
4279,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:51,Astro,0,1.61685,12.0,0.0,0.0,0.0
4280,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:51,Astro,1,1.850086,13.0,0.0,0.0,0.0
4281,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:52,Astro,0,0.3001538,14.0,0.0,0.0,0.0
4282,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:52,Astro,0,0.7502134,15.0,0.0,0.0,0.0
4283,ALEIDA,NICOLAS |,Asteroides,green,Episodio 4,2024-01-14 09:32:52,Astro,1,0.8471345,16.0,0.0,0.0,0.0
4284,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:53,Astro,0,0.0834618,17.0,0.0,0.0,0.0
4285,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:53,Astro,0,0.5832999,18.0,0.0,0.0,0.0
4286,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:54,Astro,0,1.133345,19.0,0.0,0.0,0.0
4287,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:55,Astro,0,1.883452,4.8,0.0,0.0,0.0
4288,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:55,Astro,0,2.183381,4.8,0.0,0.0,0.0
4289,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:32:56,Astro,1,3.245517,4.8,0.0,0.0,0.0
4290,ALEIDA,NICOLAS |,Asteroides,sin color,Episodio 4,2024-01-14 09:32:56,Astro,2,0.0,0.0,0.0,0.0,0.0
4291,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 4,2024-01-14 09:33:17,Astro,2,0.0,0.0,0.0,0.0,0.0
4292,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:05,Astro,0,4.871187,1.0,0.0,0.0,0.0
4293,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:05,Astro,0,5.854713,2.0,0.0,0.0,0.0
4294,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:06,Astro,0,6.271384,3.0,0.0,0.0,0.0
4295,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:08,Astro,1,8.338128,4.0,0.0,0.0,0.0
4296,ALEIDA,NICOLAS |,Estrellas,blue,Episodio 4,2024-01-14 09:34:12,Astro,1,2.100263,5.0,0.0,0.0,0.0
4297,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:33,Astro,1,4.900328,6.0,0.0,0.0,0.0
4298,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:37,Astro,1,2.000456,7.0,0.0,0.0,0.0
4299,ALEIDA,NICOLAS |,Estrellas,violet,Episodio 4,2024-01-14 09:34:43,Astro,1,3.133462,8.0,0.0,0.0,0.0
4300,ALEIDA,NICOLAS |,Estrellas,sin color,Episodio 4,2024-01-14 09:34:45,Astro,2,0.0,0.0,0.0,0.0,0.0
4301,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 4,2024-01-14 09:35:06,Astro,2,0.0,0.0,0.0,0.0,0.0
4302,ALEIDA,NICOLAS |,Gusanos,green,Episodio 4,2024-01-14 09:35:48,Astro,1,1.783451,1.0,0.0,0.0,0.0
4303,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:35:56,Astro,0,3.98552,2.0,0.0,0.0,0.0
4304,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:35:59,Astro,0,6.935472,3.0,0.0,0.0,0.0
4305,ALEIDA,NICOLAS |,Gusanos,green,Episodio 4,2024-01-14 09:36:02,Astro,0,9.785947,4.0,0.0,0.0,0.0
4306,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:02,Astro,0,9.785947,5.0,0.0,0.0,0.0
4307,ALEIDA,NICOLAS |,Gusanos,violet,Episodio 4,2024-01-14 09:36:02,Astro,1,9.802524,6.0,0.0,0.0,0.0
4308,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:03,Astro,0,9.802524,7.0,0.0,0.0,0.0
4309,ALEIDA,NICOLAS |,Gusanos,green,Episodio 4,2024-01-14 09:36:08,Astro,0,1.93388,8.0,0.0,0.0,0.0
4310,ALEIDA,NICOLAS |,Gusanos,green,Episodio 4,2024-01-14 09:36:13,Astro,0,1.950354,9.0,0.0,0.0,0.0
4311,ALEIDA,NICOLAS |,Gusanos,violet,Episodio 4,2024-01-14 09:36:15,Astro,1,3.21267,10.0,0.0,0.0,0.0
4312,ALEIDA,NICOLAS |,Gusanos,violet,Episodio 4,2024-01-14 09:36:19,Astro,0,0.0995659,11.0,0.0,0.0,0.0
4313,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:21,Astro,0,1.916292,12.0,0.0,0.0,0.0
4314,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:22,Astro,0,3.333598,13.0,0.0,0.0,0.0
4315,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:22,Astro,0,3.75003,14.0,0.0,0.0,0.0
4316,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:23,Astro,0,4.066616,15.0,0.0,0.0,0.0
4317,ALEIDA,NICOLAS |,Gusanos,green,Episodio 4,2024-01-14 09:36:23,Astro,1,4.083622,16.0,0.0,0.0,0.0
4318,ALEIDA,NICOLAS |,Gusanos,yellow,Episodio 4,2024-01-14 09:36:23,Astro,0,4.083622,17.0,0.0,0.0,0.0
4319,ALEIDA,NICOLAS |,Gusanos,green,Episodio 4,2024-01-14 09:36:28,Astro,0,1.566694,18.0,0.0,0.0,0.0
4320,ALEIDA,NICOLAS |,Gusanos,blue,Episodio 4,2024-01-14 09:36:29,Astro,1,2.066922,19.0,0.0,0.0,0.0
4321,ALEIDA,NICOLAS |,Gusanos,sin color,Episodio 4,2024-01-14 09:36:32,Astro,2,0.0,0.0,0.0,0.0,0.0
4322,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 4,2024-01-14 09:36:51,Astro,2,0.0,0.0,0.0,0.0,0.0
4323,ALEIDA,NICOLAS |,Asteroides,violet,Episodio 4,2024-01-14 09:38:56,Astro,1,0.9831534,1.0,0.0,0.0,0.0
4324,ALEIDA,NICOLAS |,Asteroides,sin color,Episodio 4,2024-01-14 09:39:07,Astro,2,0.0,0.0,0.0,0.0,0.0
4325,ALEIDA,NICOLAS |,Sin interacción,sin color,Episodio 4,2024-01-14 09:39:07,Astro,2,0.0,0.0,0.0,0.0,0.0
4326,ALEIDA,LEONARDO ,sonidos y animales,blue,Episodio 1,2024-03-14 14:12:41,Cadetes,1,4.4,1.0,0.0,0.0,0.0
4327,ALEIDA,LEONARDO ,sonidos y animales,green,Episodio 1,2024-03-14 14:13:02,Cadetes,1,10.86828,2.0,0.0,0.0,0.0
4328,ALEIDA,LEONARDO ,sonidos y animales,yellow,Episodio 1,2024-03-14 14:13:13,Cadetes,1,1.749434,3.0,0.0,0.0,0.0
4329,ALEIDA,LEONARDO ,sonidos y animales,violet,Episodio 1,2024-03-14 14:13:27,Cadetes,1,6.183236,4.0,0.0,0.0,0.0
4330,ALEIDA,LEONARDO ,sonidos y animales,sin color,Episodio 1,2024-03-14 14:13:34,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4331,ALEIDA,LEONARDO ,Sin interacción,sin color,Episodio 1,2024-03-14 14:13:34,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4332,ALEIDA,LEONARDO ,animales y colores,blue,Episodio 1,2024-03-14 14:15:30,Cadetes,1,7.25109,1.0,0.0,0.0,0.0
4333,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 1,2024-03-14 14:15:41,Cadetes,0,11.38965,2.0,0.0,0.0,0.0
4334,ALEIDA,LEONARDO ,animales y colores,green,Episodio 1,2024-03-14 14:15:42,Cadetes,1,5.3019,3.0,0.0,0.0,0.0
4335,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 1,2024-03-14 14:15:52,Cadetes,1,2.952381,4.0,0.0,0.0,0.0
4336,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 1,2024-03-14 14:16:00,Cadetes,0,8.583045,5.0,0.0,0.0,0.0
4337,ALEIDA,LEONARDO ,animales y colores,violet,Episodio 1,2024-03-14 14:16:01,Cadetes,1,2.648109,6.0,0.0,0.0,0.0
4338,ALEIDA,LEONARDO ,animales y colores,sin color,Episodio 1,2024-03-14 14:16:07,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4339,ALEIDA,LEONARDO ,animales y colores,violet,Episodio 2,2024-03-14 14:16:51,Cadetes,1,5.805851,1.0,0.0,0.0,0.0
4340,ALEIDA,LEONARDO ,animales y colores,blue,Episodio 2,2024-03-14 14:17:02,Cadetes,1,2.375235,2.0,0.0,0.0,0.0
4341,ALEIDA,LEONARDO ,animales y colores,blue,Episodio 2,2024-03-14 14:17:19,Cadetes,0,17.26761,3.0,0.0,0.0,0.0
4342,ALEIDA,LEONARDO ,animales y colores,green,Episodio 2,2024-03-14 14:17:21,Cadetes,1,11.22547,4.0,0.0,0.0,0.0
4343,ALEIDA,LEONARDO ,animales y colores,violet,Episodio 2,2024-03-14 14:17:33,Cadetes,0,12.37506,5.0,0.0,0.0,0.0
4344,ALEIDA,LEONARDO ,animales y colores,violet,Episodio 2,2024-03-14 14:17:33,Cadetes,0,12.70885,6.0,0.0,0.0,0.0
4345,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 2,2024-03-14 14:17:34,Cadetes,1,5.405235,7.0,0.0,0.0,0.0
4346,ALEIDA,LEONARDO ,animales y colores,sin color,Episodio 2,2024-03-14 14:17:42,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4347,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 3,2024-03-14 14:18:26,Cadetes,1,5.276988,1.0,0.0,0.0,0.0
4348,ALEIDA,LEONARDO ,animales y colores,blue,Episodio 3,2024-03-14 14:18:36,Cadetes,1,4.211864,2.0,0.0,0.0,0.0
4349,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 3,2024-03-14 14:18:45,Cadetes,0,9.433977,3.0,0.0,0.0,0.0
4350,ALEIDA,LEONARDO ,animales y colores,green,Episodio 3,2024-03-14 14:18:56,Cadetes,1,12.6629,4.0,0.0,0.0,0.0
4351,ALEIDA,LEONARDO ,animales y colores,violet,Episodio 3,2024-03-14 14:19:09,Cadetes,1,4.059506,5.0,0.0,0.0,0.0
4352,ALEIDA,LEONARDO ,animales y colores,yellow,Episodio 3,2024-03-14 14:19:19,Cadetes,1,4.450682,6.0,0.0,0.0,0.0
4353,ALEIDA,LEONARDO ,animales y colores,sin color,Episodio 3,2024-03-14 14:19:25,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4354,ALEIDA,LEONARDO ,Sin interacción,sin color,Episodio 4,2024-03-14 14:19:32,Cadetes,2,0.0,0.0,0.0,0.0,0.0
4355,ALEIDA,LEONARDO ,Asteroides,violet,Episodio 4,2024-03-14 14:20:33,Astro,1,3.51054,1.0,0.0,0.0,0.0
4356,ALEIDA,LEONARDO ,Asteroides,green,Episodio 4,2024-03-14 14:20:33,Astro,0,0.2994866,2.0,0.0,0.0,0.0
4357,ALEIDA,LEONARDO ,Asteroides,green,Episodio 4,2024-03-14 14:20:36,Astro,1,3.216334,3.0,0.0,0.0,0.0
4358,ALEIDA,LEONARDO ,Asteroides,green,Episodio 4,2024-03-14 14:20:39,Astro,1,2.800308,4.0,0.0,0.0,0.0
4359,ALEIDA,LEONARDO ,Asteroides,green,Episodio 4,2024-03-14 14:20:41,Astro,1,1.850594,5.0,0.0,0.0,0.0
4360,ALEIDA,LEONARDO ,Asteroides,blue,Episodio 4,2024-03-14 14:20:44,Astro,1,2.517135,6.0,0.0,0.0,0.0
4361,ALEIDA,LEONARDO ,Asteroides,green,Episodio 4,2024-03-14 14:20:48,Astro,1,3.683674,7.0,0.0,0.0,0.0
4362,ALEIDA,LEONARDO ,Asteroides,violet,Episodio 4,2024-03-14 14:20:51,Astro,1,2.800381,8.0,0.0,0.0,0.0
4363,ALEIDA,LEONARDO ,Asteroides,yellow,Episodio 4,2024-03-14 14:20:53,Astro,1,1.384198,9.0,0.0,0.0,0.0
4364,ALEIDA,LEONARDO ,Asteroides,sin color,Episodio 4,2024-03-14 14:20:53,Astro,2,0.0,0.0,0.0,0.0,0.0
4365,ALEIDA,LEONARDO ,Sin interacción,sin color,Episodio 4,2024-03-14 14:21:15,Astro,2,0.0,0.0,0.0,0.0,0.0
4366,ALEIDA,LEONARDO ,Estrellas,red,Episodio 4,2024-03-14 14:22:05,Astro,0,0.5612744,1.0,0.0,0.0,0.0
4367,ALEIDA,LEONARDO ,Estrellas,blue,Episodio 4,2024-03-14 14:22:08,Astro,1,0.5337913,2.0,0.0,0.0,0.0
4368,ALEIDA,LEONARDO ,Estrellas,violet,Episodio 4,2024-03-14 14:22:12,Astro,1,2.583379,3.0,0.0,0.0,0.0
4369,ALEIDA,LEONARDO ,Estrellas,yellow,Episodio 4,2024-03-14 14:22:15,Astro,1,0.8338104,4.0,0.0,0.0,0.0
4370,ALEIDA,LEONARDO ,Estrellas,red,Episodio 4,2024-03-14 14:22:29,Astro,0,3.200035,5.0,0.0,0.0,0.0
4371,ALEIDA,LEONARDO ,Estrellas,blue,Episodio 4,2024-03-14 14:22:34,Astro,1,2.416271,6.0,0.0,0.0,0.0
4372,ALEIDA,LEONARDO ,Estrellas,red,Episodio 4,2024-03-14 14:22:39,Astro,0,1.95039,7.0,0.0,0.0,0.0
4373,ALEIDA,LEONARDO ,Estrellas,red,Episodio 4,2024-03-14 14:23:00,Astro,0,3.844652,1.0,0.0,0.0,0.0
4374,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:04,Astro,0,1.183574,2.0,0.0,0.0,0.0
4375,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:05,Astro,0,2.533536,3.0,0.0,0.0,0.0
4376,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:05,Astro,1,2.850263,4.0,0.0,0.0,0.0
4377,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:10,Astro,1,2.883799,5.0,0.0,0.0,0.0
4378,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:16,Astro,0,3.533513,6.0,0.0,0.0,0.0
4379,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:17,Astro,0,4.300586,7.0,0.0,0.0,0.0
4380,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:23,Astro,0,10.35058,8.0,0.0,0.0,0.0
4381,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:23,Astro,0,10.78392,9.0,0.0,0.0,0.0
4382,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:24,Astro,0,11.26742,10.0,0.0,0.0,0.0
4383,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:24,Astro,1,11.46756,11.0,0.0,0.0,0.0
4384,ALEIDA,LEONARDO ,Estrellas,green,Episodio 4,2024-03-14 14:23:24,Astro,0,11.46756,12.0,0.0,0.0,0.0
4385,ALEIDA,LEONARDO ,Estrellas,blue,Episodio 4,2024-03-14 14:23:27,Astro,0,0.3991067,13.0,0.0,0.0,0.0
4386,ALEIDA,LEONARDO ,Estrellas,blue,Episodio 4,2024-03-14 14:23:29,Astro,0,1.933204,14.0,0.0,0.0,0.0
4387,ALEIDA,LEONARDO ,Estrellas,blue,Episodio 4,2024-03-14 14:23:29,Astro,0,2.26587,15.0,0.0,0.0,0.0
4388,ALEIDA,LEONARDO ,Estrellas,blue,Episodio 4,2024-03-14 14:23:29,Astro,1,2.282771,16.0,0.0,0.0,0.0
